#,Item No.,Item Description,Base Price List,Factor,Primary Currency - Base Price (currency),Primary Currency - Base Price,Primary Currency - Price (currency),Primary Currency - Price,Primary Currency - Manual,Inventory UoM,Pricing Unit,Final Price,INR,USD,EURO
1793,510202012,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,469.89,INR,469.89,N,Manual,Manual,469.89,1,85.56,92.52
1794,510202015,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1795,510202016,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,299.64,INR,299.64,N,Manual,Manual,299.64,1,85.56,92.52
1796,510202017,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1797,510202027,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,190.38,INR,190.38,N,Manual,Manual,190.38,1,85.56,92.52
1798,510202028,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,317.25,INR,317.25,N,Manual,Manual,317.25,1,85.56,92.52
1799,510202030,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,308.15,INR,308.15,N,Manual,Manual,308.15,1,85.56,92.52
1800,510202030D,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,326.47,INR,326.47,N,Manual,Manual,326.47,1,85.56,92.52
1801,510202031,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,219.68,INR,219.68,N,Manual,Manual,219.68,1,85.56,92.52
1802,510202032,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1803,510202033,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,295.69,INR,295.69,N,Manual,Manual,295.69,1,85.56,92.52
1804,510202041,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1805,510202042,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1806,510202044,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1807,510202047,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,239.87,INR,239.87,N,Manual,Manual,239.87,1,85.56,92.52
1808,510202049,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,309.53,INR,309.53,N,Manual,Manual,309.53,1,85.56,92.52
1809,510202050,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1810,510202051,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,210.07,INR,210.07,N,Manual,Manual,210.07,1,85.56,92.52
1811,510202052,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1812,510202054,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1813,510202055,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1814,510202058,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1815,510202059,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,284.93,INR,284.93,N,Manual,Manual,284.93,1,85.56,92.52
1816,510202061,5 LEAD ECG CABLE -Clip On(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1817,510202065,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1818,510202068,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1819,510202070,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1820,510202071,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,212.89,INR,212.89,N,Manual,Manual,212.89,1,85.56,92.52
1821,510202076,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,311.4,INR,311.4,N,Manual,Manual,311.4,1,85.56,92.52
1822,510202077,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1823,510202083,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,310.28,INR,310.28,N,Manual,Manual,310.28,1,85.56,92.52
1824,510202090,5 LEAD ECG CABLE -Clip on(New) (With Defib Protected),Purchase Price List,1,INR,581.96,INR,581.96,N,Manual,Manual,581.96,1,85.56,92.52
1825,510202091,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,445.7,INR,445.7,N,Manual,Manual,445.7,1,85.56,92.52
1826,510202094,5 LEAD ECG CABLE -CLIPON (NEW),Purchase Price List,1,INR,305.84,INR,305.84,N,Manual,Manual,305.84,1,85.56,92.52
1827,5102020A1,5 LEAD ECG CABLE -CLIP ON,Purchase Price List,1,INR,198.95,INR,198.95,N,Manual,Manual,198.95,1,85.56,92.52
1828,5102020I8,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,339.05,INR,339.05,N,Manual,Manual,339.05,1,85.56,92.52
1829,5102020I9,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,336.11,INR,336.11,N,Manual,Manual,336.11,1,85.56,92.52
1830,5102020L1,5 LEAD ECG CABLE -Clip On (New),Purchase Price List,1,INR,271.4,INR,271.4,N,Manual,Manual,271.4,1,85.56,92.52
1831,5102020S1,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,268.32,INR,268.32,N,Manual,Manual,268.32,1,85.56,92.52
1832,510202100,5 Lead ECG Cable - Clipon,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1833,510202A24,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1834,510202A99,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1835,510202D01,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1836,510202D16,5 LEAD ECG CABLE - Clip on(Detachable),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1837,510202D69,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1838,510202G10,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,381.76,INR,381.76,N,Manual,Manual,381.76,1,85.56,92.52
1839,510202I09,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,351.41,INR,351.41,N,Manual,Manual,351.41,1,85.56,92.52
1840,510202I94,5 LEAD ECG CABLE -CLIPON (NEW) -TPU,Purchase Price List,1,INR,521.6,INR,521.6,N,Manual,Manual,521.6,1,85.56,92.52
1841,510202I94D,ECG TRUNK CABLE FOR 5 LEAD -IMPORTED,Purchase Price List,1,INR,643.15,INR,643.15,N,Manual,Manual,643.15,1,85.56,92.52
1842,510202L30,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,305.93,INR,305.93,N,Manual,Manual,305.93,1,85.56,92.52
1843,510202L31,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,268.1,INR,268.1,N,Manual,Manual,268.1,1,85.56,92.52
1844,510202L47,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,277.53,INR,277.53,N,Manual,Manual,277.53,1,85.56,92.52
1845,510202L49,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,307.55,INR,307.55,N,Manual,Manual,307.55,1,85.56,92.52
1846,510202L71,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,287.2,INR,287.2,N,Manual,Manual,287.2,1,85.56,92.52
1847,510202M31,5 LEAD ECG CABLE -Clip on(New),Purchase Price List,1,INR,269.83,INR,269.83,N,Manual,Manual,269.83,1,85.56,92.52
1848,510203001,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,297.06,INR,297.06,N,Manual,Manual,297.06,1,85.56,92.52
1849,510203009,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,323.24,INR,323.24,N,Manual,Manual,323.24,1,85.56,92.52
1850,510203012,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,482.62,INR,482.62,N,Manual,Manual,482.62,1,85.56,92.52
1851,510203015,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1852,510203016,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,335.08,INR,335.08,N,Manual,Manual,335.08,1,85.56,92.52
1853,510203017,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1854,510203027,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,316.09,INR,316.09,N,Manual,Manual,316.09,1,85.56,92.52
1855,510203028,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,343.7,INR,343.7,N,Manual,Manual,343.7,1,85.56,92.52
1856,510203030,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,321.84,INR,321.84,N,Manual,Manual,321.84,1,85.56,92.52
1857,510203031,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1858,510203032,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1859,510203033,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,323.31,INR,323.31,N,Manual,Manual,323.31,1,85.56,92.52
1860,510203038,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1861,510203042,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1862,510203044,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1863,510203047,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,286.99,INR,286.99,N,Manual,Manual,286.99,1,85.56,92.52
1864,510203049,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,327.19,INR,327.19,N,Manual,Manual,327.19,1,85.56,92.52
1865,510203050,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1866,510203051,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1867,510203052,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1868,510203054,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1869,510203055,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1870,510203056,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1871,510203058,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1872,510203059,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,297.73,INR,297.73,N,Manual,Manual,297.73,1,85.56,92.52
1873,510203061,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1874,510203065,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1875,510203068,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1876,510203069,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,281.28,INR,281.28,N,Manual,Manual,281.28,1,85.56,92.52
1877,510203070,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1878,510203071,5 LEAD ECG CABLE -Button snap,Purchase Price List,1,INR,320.81,INR,320.81,N,Manual,Manual,320.81,1,85.56,92.52
1879,510203072,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1880,510203073,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1881,510203074,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1882,510203078,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1883,510203079,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1884,510203080,5 LEAD ECG CABLE-SNAP,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1885,510203081,5 Lead ECG Cable- Snap Button,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1886,510203083,5 Lead ECG Cable- Snap Button,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1887,510203084,5 Lead ECG Cable- Snap Button,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1888,510203086,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1889,510203090,5 Lead ECG Cable - Snap (With Defib Protected),Purchase Price List,1,INR,383.32,INR,383.32,N,Manual,Manual,383.32,1,85.56,92.52
1890,510203090/AHA,5 Lead ECG Cable - Snap (With Defib Protected),Purchase Price List,1,INR,467.02,INR,467.02,N,Manual,Manual,467.02,1,85.56,92.52
1891,510203091,5 Lead ECG Cable- Snap Button,Purchase Price List,1,INR,462.78,INR,462.78,N,Manual,Manual,462.78,1,85.56,92.52
1892,510203094,5 Lead ECG Cable- Button Snap,Purchase Price List,1,INR,334.34,INR,334.34,N,Manual,Manual,334.34,1,85.56,92.52
1893,510203095,5 Lead ECG Cable- Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1894,510203096,5 Lead ECG Cable- Snap (detachable),Purchase Price List,1,INR,660.67,INR,660.67,N,Manual,Manual,660.67,1,85.56,92.52
1895,5102030A1,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1896,5102030B1,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1897,5102030HR,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1898,5102030L1,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,305.75,INR,305.75,N,Manual,Manual,305.75,1,85.56,92.52
1899,5102030S1,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,283.44,INR,283.44,N,Manual,Manual,283.44,1,85.56,92.52
1900,510203138,802 HOLTER ECG CABLE - V22-WITH 10K RES,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1901,510203139,HOLTER ECG PATIENT CABLE FOR 3 AND 7 LEADS BELT MOUNT,Purchase Price List,1,INR,469.25,INR,469.25,N,Manual,Manual,469.25,1,85.56,92.52
1902,510203145,HOLTER ECG FOR 3 AND 7 LEADS BODY MOUNT,Purchase Price List,1,INR,306.8,INR,306.8,N,Manual,Manual,306.8,1,85.56,92.52
1903,510203146,HOLTER ECG FOR 2 LEADS BODY MOUNT,Purchase Price List,1,INR,243.27,INR,243.27,N,Manual,Manual,243.27,1,85.56,92.52
1904,510203147,HOLTER ECG FOR 3 LEADS BODY MOUNT,Purchase Price List,1,INR,113.12,INR,113.12,N,Manual,Manual,113.12,1,85.56,92.52
1905,51020331A,5LEAD ECG SNAP,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1906,510203A24,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1907,510203A31,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1908,510203D16,5 LEAD ECG CABLE - BUTTON SNAP (DEFIB PROTECTED),Purchase Price List,1,INR,73.23,INR,73.23,N,Manual,Manual,73.23,1,85.56,92.52
1909,510203D69,5 LEAD ECG CABLE - Button Snap,Purchase Price List,1,INR,244.47,INR,244.47,N,Manual,Manual,244.47,1,85.56,92.52
1910,510203G10,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1911,510203L30,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,255.91,INR,255.91,N,Manual,Manual,255.91,1,85.56,92.52
1912,510203L31,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,314.16,INR,314.16,N,Manual,Manual,314.16,1,85.56,92.52
1913,510203L47,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,281.13,INR,281.13,N,Manual,Manual,281.13,1,85.56,92.52
1914,510203l49,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,INR,335.02,INR,335.02,N,Manual,Manual,335.02,1,85.56,92.52
1915,510203L71,5 LEAD ECG CABLE -Button snap,Purchase Price List,1,INR,329.58,INR,329.58,N,Manual,Manual,329.58,1,85.56,92.52
1916,510203M31,5 LEAD ECG CABLE -Button Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1917,510204001,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,INR,300.84,INR,300.84,N,Manual,Manual,300.84,1,85.56,92.52
1918,510204009,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,INR,284.79,INR,284.79,N,Manual,Manual,284.79,1,85.56,92.52
1919,510204012,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1920,510204015,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1921,510204016,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1922,510204017,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1923,510204027,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1924,510204028,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,INR,344.77,INR,344.77,N,Manual,Manual,344.77,1,85.56,92.52
1925,510204030,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1926,510204031,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1927,510204032,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1928,510204033,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1929,510204041,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1930,510204042,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1931,510204044,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1932,510204047,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1933,510204049,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1934,510204050,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1935,510204051,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1936,510204052,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1937,510204054,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1938,510204055,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1939,510204058,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1940,510204059,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1941,510204065,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1942,510204068,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1943,510204069,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1944,510204070,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1945,510204094,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,INR,356.91,INR,356.91,N,Manual,Manual,356.91,1,85.56,92.52
1946,510204A24,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1947,510204G10,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1948,510204L49,5 LEAD ECG CABLE -Pinch Clip on(New),Purchase Price List,1,INR,366.72,INR,366.72,N,Manual,Manual,366.72,1,85.56,92.52
1949,510204M31,5 LEAD ECG CABLE -Pinch Clip on,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1950,510205028,5 LEAD ECG CABLE -3mm Banana pin,Purchase Price List,1,INR,266.8,INR,266.8,N,Manual,Manual,266.8,1,85.56,92.52
1951,510205038,5 LEAD ECG CABLE -3MM BANANA PIN,Purchase Price List,1,INR,266.8,INR,266.8,N,Manual,Manual,266.8,1,85.56,92.52
1952,510207001,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,INR,310.25,INR,310.25,N,Manual,Manual,310.25,1,85.56,92.52
1953,510207009,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,INR,300.31,INR,300.31,N,Manual,Manual,300.31,1,85.56,92.52
1954,510207012,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1955,510207015,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1956,510207016,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1957,510207017,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1958,510207027,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1959,510207028,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,INR,354.71,INR,354.71,N,Manual,Manual,354.71,1,85.56,92.52
1960,510207030,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1961,510207031,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1962,510207032,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1963,510207033,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1964,510207042,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1965,510207044,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1966,510207047,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,INR,313.74,INR,313.74,N,Manual,Manual,313.74,1,85.56,92.52
1967,510207049,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,INR,344.51,INR,344.51,N,Manual,Manual,344.51,1,85.56,92.52
1968,510207050,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1969,510207051,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1970,510207052,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1971,510207054,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1972,510207055,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1973,510207058,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1974,510207059,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1975,510207065,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1976,510207068,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1977,510207069,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1978,510207070,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1979,510207071,5 LEAD ECG CABLE-PEDIATRIC SNAP,Purchase Price List,1,INR,337.81,INR,337.81,N,Manual,Manual,337.81,1,85.56,92.52
1980,510207075,5 LEAD ECG CABLE -Neonatal Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1981,510207079,5 LEAD ECG CABLE -Pediatric/Neonatal Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1982,510207094,5 LEAD ECG CABLE - NEONATAL SNAP,Purchase Price List,1,INR,283.97,INR,283.97,N,Manual,Manual,283.97,1,85.56,92.52
1983,5102070L1,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,INR,313.31,INR,313.31,N,Manual,Manual,313.31,1,85.56,92.52
1984,510207A24,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1985,510207A47,5 LEAD ECG CABLE -Neonatal Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1986,510207G10,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,,,,,N,Manual,Manual,0,1,85.56,92.52
1987,510207I49,5 LEAD ECG CABLE -NEONATAL SNAP,Purchase Price List,1,INR,364.09,INR,364.09,N,Manual,Manual,364.09,1,85.56,92.52
1988,510207L49,5 LEAD ECG CABLE -Pediatric Snap,Purchase Price List,1,INR,302.48,INR,302.48,N,Manual,Manual,302.48,1,85.56,92.52
1989,510207L71,5 LEAD ECG CABLE-PEDIATRIC SNAP,Purchase Price List,1,INR,296.87,INR,296.87,N,Manual,Manual,296.87,1,85.56,92.52
